"Date","Boat.name","Gear.Type","Fishing.Location","No..of.Days.fishing","No..of.Hauls","Average.Haul.Time..Hours.","Depth..wav.","Fishing.Trip.Start","Fishing.Trip.End","Snakes.caught","Number","Remarks"
"30-12-2018","e4c47cae","GillNet","Wayari",1,1,1,17,"14:00","18:30",,,
"31-12-2018","fc6ac6c6","Rampan","Malvan",1,1,3.5,4,"02:30","06:40",,,
"31-12-2018","fc6ac6c6","Rampan","Malvan",1,1,3.5,4,"02:30","06:40",,,
"31-12-2018","8c205b36","GillNet","Wayari",1,1,1,10,"04:30","08:00",,,
"01-01-2019","1900c151","GillNet","Wayari",1,1,0.5,13,"01:00","07:00",,,
"01-01-2019","1900c151","GillNet","Wayari",1,1,0.5,13,"01:00","07:00",,,
"01-01-2019","c75c7e31","GillNet","Wayari",1,1,3,15,"11:00","07:00",,,
"01-01-2019","c75c7e31","GillNet","Wayari",1,1,3,15,"11:00","07:00",,,
"01-01-2019","c75c7e31","GillNet","Wayari",1,1,3,15,"11:00","07:00",,,
"02-01-2019","fc6ac6c6","GillNet","Wayari",1,1,2,4.5,"04:00","06:00",,,
"02-01-2019","fc6ac6c6","GillNet","Wayari",1,1,2,4.5,"04:00","06:00",,,
"02-01-2019","fc6ac6c6","GillNet","Wayari",1,1,2,4.5,"04:00","06:00",,,
"02-01-2019","c5fb3ce4","GillNet","Wayari",1,1,2,15.5,"01:30","07:30",,,
"04-01-2019","1900c151","GillNet","Wayari",1,1,1,11,"13:00","20:00",,,
"05-01-2019","5775679a","GillNet","Wayari",1,1,2,7,"04:00","08:00",,,
"05-01-2019","5775679a","GillNet","Wayari",1,1,2,7,"04:00","08:00",,,
"05-01-2019","NA","GillNet","Wayari",1,1,"NA","NA",,,,,
"05-01-2019","21e4068b","GillNet","Wayari",1,1,1,7,"03:30","06:30",,,
"05-01-2019","c5fb3ce4","GillNet","Wayari",1,1,0.5,14,"14:00","20:00",,,
"05-01-2019","416cf1e9","GillNet","Wayari",1,1,1,9,"11:00","18:00",,,
"05-01-2019","NA","GillNet","Wayari",1,1,"NA","NA",,,,,
"06-01-2019","fc6ac6c6","GillNet","Wayari",1,1,4,4,"02:00","06:00",,,
"06-01-2019","e2d4d7d9","GillNet","Wayari",1,1,1,7,"04:00","08:00",,,
"06-01-2019","73ee2648","GillNet","Wayari",1,1,0.5,10,"03:00","05:30",,,
"06-01-2019","73ee2648","GillNet","Wayari",1,1,0.5,10,"03:00","05:30",,,
"06-01-2019","NA","GillNet","Wayari",1,1,"NA","NA",,,,,
"07-01-2019","6422cff5","Trawler","Malvan",2,4,3,30,"06:00:00","17:30:00","Yes","7","Curtus & hooked nose"
"09-01-2019","a7ecd847","GillNet","Wayari",1,1,1,15,"01:00","06:15",,,
"09-01-2019","ba6de2fd","GillNet","Wayari",1,1,1,15,"02:00","06:00",,,
"09-01-2019","93a19c89","GillNet","Wayari",1,1,1,15,"01:00","06:00",,,
"09-01-2019","8dda9d71","GillNet","Wayari",1,1,1,16,"01:00","06:30",,,
"09-01-2019","8dda9d71","GillNet","Wayari",1,1,1,16,"01:00","06:30",,,
"09-01-2019","1900c151","GillNet","Wayari",1,1,1,16,"01:00","06:30",,,
"09-01-2019","416cf1e9","GillNet","Wayari",1,1,1,15,"01:00","06:00",,,
"13-01-2019","d193a291","GillNet","Wayari",1,1,1,9,"04:30","07:56",,,
"15-01-2019","58aba555","Trawler","Devgad",2,3,3,18,"06:00:00","17:30:00","Yes","8","Curtus"
"15-01-2019","27a9a2c7","Trawler","Juva Pankhol",2,3,3,15,"06:00:00","17:30:00","Yes","9","Curtus"
"17-01-2019","d04d70dc","GillNet","Wayari",1,1,1,12,"02:00","06:30",,,
"17-01-2019","c75c7e31","GillNet","Wayari",1,1,1,15,"1100","05:30",,,
"17-01-2019","c75c7e31","GillNet","Wayari",1,1,1,15,"1100","05:30",,,
"18-01-2019","58aba555","Trawler","Juva Pankhol",2,3,3,10,"06:00:00","17:30:00","Yes","5","Curtus"
"18-01-2019","27a9a2c7","Trawler","Malvan - North",2,3,3,15,"06:00:00","17:30:00","Yes","8","Curtus & hooked nose"
"20-01-2019","23cec32e","Trawler","Aachara",2,2,4,15,"06:00:00","17:30:00","Yes","5","Curtus"
"25-01-2019","3a493285","GillNet","Wayari",1,"NA",1,10,"04:00:00","07:20:00",,,
"25-01-2019","603fde4f","GillNet","Tarkarli",1,"NA",1,8,"05:00:00","07:15:00",,,
"25-01-2019","0999ec1a","GillNet","Moryacha dhonda",1,"NA",1,8,"02:30:00","06:30:00",,,
"30-01-2019","1a67b21e","GillNet","Wayari",1,1,3,10,"01:00:00","08:00:00",,,
"31-01-2019","38c37d81","GillNet","Devbag",1,1,1,20,"18:30:00","20:30:00",,,
"31-01-2019","beee6cfe","GillNet","Nivati lighthouse",1,1,1,18,"12:03:00","18:03:00",,,
"31-01-2019","933b26e2","GillNet","Wayari",1,1,2,10,"04:00:00","07:42:00",,,
"01-02-2019","f67af961","GillNet","Wayari",1,1,1,10,"00:00:00","05:00:00",,,
"03-02-2019","91fb1645","GillNet","Talashil",1,1,1,7,"02:00:00","08:00:00",,,
"03-02-2019","91fb1645","GillNet","Talashil",1,1,1,7,"02:00:00","08:00:00",,,
"03-02-2019","91fb1645","GillNet","Talashil",1,1,1,7,"02:00:00","08:00:00",,,
"03-02-2019","91fb1645","GillNet","Talashil",1,1,1,7,"02:00:00","08:00:00",,,
"06-02-2019","c75c7e31","GillNet","Talashil",1,1,1,8,"17:30:00","21:30:00",,,
"06-02-2019","c75c7e31","GillNet","Talashil",1,1,1,8,"17:30:00","21:30:00",,,
"06-02-2019","2225aea3","GillNet","Wayari",1,1,1,5,"05:00:00","08:16:00",,,
"07-02-2019","21e4068b","GillNet","Moryacha dhonda",1,1,1,5,"05:11:00","08:11:00",,,
"10-02-2019","fc6ac6c6","Rampan","Malvan",1,1,6,4,"!8:30","06:00",,,
"10-02-2019","fc6ac6c6","Rampan","Malvan",1,1,6,4,"!8:30","06:00",,,
"13-02-2019","be7d8f1a","GillNet","Wayari",1,1,1,8,"03:00","08:30",,,
"15-02-2019","5d05a8ce","Rampan","Malvan",1,1,8,5,"19:30","06:00",,,
"15-02-2019","5d05a8ce","Rampan","Malvan",1,1,8,5,"19:30","06:00",,,
"15-02-2019","1900c151","GillNet","Wayari",1,1,0.45,10,"04:00","08:00",,,
"17-02-2019","fc6ac6c6","Rampan","Malvan",1,1,"NA","NA",,,,,
"18-02-2019","1900c151","GillNet","Tarkarli",1,1,1.5,10,"04:00","09:00",,,
"18-02-2019","4e43e23a","Trawler","Aachara",2,3,4,22,"06:00:00","17:30:00","Yes","2",
"18-02-2019","64c7ae7f","GillNet","Tarkarli",1,1,1.5,8,"04:00:00","08:00:00","Yes","1",
"19-02-2019","be7d8f1a","GillNet","Tondavali",1,1,0.45,10,"03:00","08:00",,,
"19-02-2019","4e43e23a","Trawler","Malvan","NA",1,4,22,"06:00","05:30",,,
"19-02-2019","4e43e23a","Trawler","Malvan","NA",1,4,22,"06:00","05:30",,,
"19-02-2019","004e0f35","Trawler","Juva Pankhol","NA",1,3,22,"06:00","16:00",,,
"19-02-2019","004e0f35","Trawler","Juva Pankhol","NA",1,3,22,"06:00","16:00",,,
"20-02-2019","NA","GillNet",,1,1,"NA","NA",,,,,
"24-02-2019","a3d2afd1","GillNet","Wayari",1,1,1,10,"12:00","17:30",,,
"25-02-2019","1900c151","GillNet","Wayari",1,1,1,10,"02:00","08:30",,,
"26-02-2019","1900c151","GillNet","Tarkarli",1,1,1,4,"03:00","07:30",,,
"27-02-2019","6c8fa185","GillNet","Tarkarli",1,1,1,3,"03:00","07:00",,,
"27-02-2019","6c8fa185","GillNet","Tarkarli",1,1,1,3,"03:00","07:00",,,
"27-02-2019","ea364a9e","GillNet","Tarkarli",1,1,2.5,10,"02:00","07:00",,,
"28-02-2019","1900c151","GillNet","Wayari",1,1,2.5,10,"02:30","07:00",,,
"28-02-2019","8ba4e0d2","Trawler","Juva Pankhol","NA",1,3,25,"06:00","17:00",,,
"28-02-2019","8ba4e0d2","Trawler","Juva Pankhol","NA",1,3,25,"06:00","17:00",,,
"01-03-2019","fc6ac6c6","Rampan","Malvan",1,1,3,7,"02:00","06:00",,,
"01-03-2019","196468b2","Rampan","Malvan",1,1,4,8,"02:30","06:00",,,
"02-03-2019","c5fb3ce4","GillNet","Malvan - North",1,1,0.5,18,"04:00","12:00",,,
"02-03-2019","91fb1645","GillNet","Wayari",1,1,1,8,"03:00","13:00",,,
"06-03-2019","32c79ba7","GillNet","Wayari",1,1,1,4,"04:00","06:30",,,
"10-03-2019","dd67f985","GillNet","Wayari",1,1,0.5,6,"04:30","07:00",,,
"10-03-2019","1900c151","GillNet","Wayari",1,1,1,7,"03:00","07:30",,,
"10-03-2019","4e43e23a","Trawler","Nivati lighthouse","NA",1,3,22,"06:00","05:30",,,
"10-03-2019","4e43e23a","Trawler","Nivati lighthouse","NA",1,3,22,"06:00","05:30",,,
"12-03-2019","7d50df84","Trawler","Aachara",3,3,4,18,"06:00:00","17:30:00","Yes","8","Curtus & hooked nose"
"12-03-2019","edc0fb6a","Trawler","Malvan",2,4,3,19,"06:00:00","17:30:00","Yes","4","Curtus"
"12-03-2019","77dae807","Trawler","Malvan",3,3,3,15,"06:00:00","17:30:00","Yes","3","Hooked nose"
"13-03-2019","6c8fa185","GillNet","Wayari",1,1,0.5,10,"04:00","07:00",,,
"13-03-2019","d12c9e85","GillNet","Wayari",1,1,0.5,10,"04:00:00","07:00:00","Yes","1",
"15-03-2019","1210bef0","GillNet","Wayari",1,1,"NA",5,"04:30","07:00",,,
"15-03-2019","1900c151","GillNet","Wayari",1,1,0.5,6,"04:30","07:15",,,
"15-03-2019","c8f67792","Trawler","Devbag",2,3,3,19,"06:00:00","17:30:00","Yes","5","Curtus & hooked nose"
"17-03-2019","345f1f1e","Trawler","Devbag",2,4,4,22,"06:00:00","17:30:00","Yes","3","Hooked nose"
"20-03-2019","230095af","Trawler","Malvan",2,3,3,20,"06:00:00","17:30:00","Yes","3","Hooked nose"
"22-03-2019","9b19c0c1","Trawler","Malvan",2,3,4,18,"06:00:00","17:30:00","Yes","2","Hooked nose"
"22-03-2019","d3b9a451","Trawler","Devgad",2,3,3,12,"06:00:00","17:30:00","Yes","4","Curtus & hooked nose"
"24-03-2019","8ba4e0d2","Trawler","Juva Pankhol",2,3,3,20,"06:00:00","17:30:00","Yes","6","Curtus & hooked nose"
"24-03-2019","9b19c0c1","Trawler","Juva Pankhol",2,3,4,15,"06:00:00","17:30:00","No",,
"26-03-2019","631ac303","Trawler","Malvan",2,3,3,13,"06:00:00","17:30:00","Yes","4","Hooked nose"
"26-03-2019","f93b4157","Trawler","Malvan",3,3,4,16,"06:00:00","17:30:00","Yes","2","Hooked nose"
"03-04-2019","3a493285","GillNet","Wayari",1,1,1,17,"04:30","08:30",,,
"03-04-2019","1900c151","GillNet","Tarkarli",1,1,0.25,4,"11:00","04:30",,,
"23-04-2019","d59f2292","Trawler","Juva Pankhol",2,3,3,16,"06:00:00","17:30:00","Yes","3","Hooked nose"
"23-04-2019","c9c69418","Trawler","Malvan",3,3,2.5,18,"06:00:00","17:30:00","Yes","4","Curtus & hooked nose"
"25-04-2019","3a493285","GillNet","Wayari",1,1,0.5,4,"03:00:00","06:30:00",,,
"26-04-2019","4e43e23a","Trawler","Kavada Rock","NA",1,3,19,"06:00:00","17:30:00",,,
"26-04-2019","603fde4f","GillNet","Tarkarli",1,1,0.5,2,"04:00:00","07:15:00",,,
"26-04-2019","a08a9a75","GillNet","Tarkarli",1,1,2,4,"04:00:00","07:40:00",,,
"26-04-2019","a08a9a75","GillNet","Tarkarli",1,1,2,4,"04:00:00","07:40:00",,,
"27-04-2019","7d50df84","GillNet","Wayari",1,1,1,5,"04:00:00","07:30:00",,,
"27-04-2019","14b7cc1a","GillNet","Devbag",1,1,1,5,"02:00:00","07:00:00",,,
"28-04-2019","77dae807","GillNet","Wayari",1,1,0.25,10,"03:00:00","07:30:00",,,
"28-04-2019","53dc7269","GillNet","Aachara",1,1,1,8,"03:00:00","07:30:00",,,
"28-04-2019","20104abe","GillNet","Devbag",1,1,2,3,"03:00:00","07:30:00",,,
"28-04-2019","90ab1b0e","GillNet","Wayari",1,1,0.25,5,"04:30:00","08:00:00",,,
"30-04-2019","c8f67792","Trawler","Vengurla",2,4,3,13,"06:00:00","17:30:00","Yes","7","Curtus & hooked nose"
"30-04-2019","4e43e23a","Trawler","Aachara",2,3,3,15,"06:00:00","17:30:00","No",,"Less catch"
"01-05-2019","7d50df84","Trawler","Kochare",2,3,2,15,"06:00:00","17:30:00","Yes","6","Curtus"
"01-05-2019","8010e7d9","Trawler","Aachara",2,3,3,16,"06:00:00","17:30:00","Yes","3","Curtus"
"03-05-2019","9cd2e656","Trawler","Juva Pankhol",4,4,3,16,"06:00:00","17:30:00","Yes","2","Hooked nose"
"03-05-2019","77dae807","Trawler","Devgad",2,3,3,10,"06:00:00","17:30:00","No",,
"05-05-2019","00f20ffe","Trawler","Devgad",2,4,4,22,"06:00:00","17:30:00","Yes","3","Curtus"
"05-05-2019","9dbed04c","Trawler","Devgad",3,3,3,20,"06:00:00","17:30:00","Yes","4","Curtus & hooked nose"
"07-05-2019","8ba4e0d2","Trawler","Juva Pankhol",2,3,3,30,"06:00:00","17:30:00","Yes","8","Curtus & hooked nose"
"09-05-2019","6070bb76","Trawler","Juva Pankhol",3,4,3,14,"06:00:00","17:30:00","Yes","3","Hooked nose"
"09-05-2019","631ac303","Trawler","Malvan",2,3,3,15,"06:00:00","17:30:00","Yes","2","Hooked nose"
"01.04.18","e8ca6379","Trawler","Malvan",1,"NA","NA",13,,,"No",,"2 hauls only, 3 hours each. Less catch"
"01.04.18","98b01671","Trawler","Vengurla",2,"NA","NA",15.5,,,,,
"02.04.18","e8ca6379","Trawler",,0,"NA","NA","NA",,,,,"No fishing - boat maintenance"
"02.05.18","e8ca6379","Trawler","Aachara",2,"NA","NA",17.5,,,"No",,"No LVB. 3 hauls per day, 4 hours each"
"02.05.18","98b01671","Trawler","Malvan",2,"NA","NA",8.5,,,"Yes","1","1 large dead snake caught, discarded"
"03.03.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,
"03.04.18","8ba4e0d2","Trawler","Malvan",1,"NA","NA",10,,,"Yes","12","All dead, night fishing"
"04.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","9",
"04.01.18","e8ca6379","Trawler",,"NA","NA","NA","NA",,,"Yes","5",
"05.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes",,"Snakes discarded"
"05.03.18","8ba4e0d2","Trawler","Tondavali",2,"NA","NA","NA",,,"Yes",,"squid+"
"05.04.18","e8ca6379","Trawler","Malvan",1,"NA","NA",10,,,"Yes","2","2 hauls, 3 hours. Live snakes caught and released"
"05.04.18","98b01671","Trawler","Aachara",2,"NA","NA",10.5,,,"No",,
"06.01.18","e8ca6379","Trawler",,2,"NA","NA","NA",,,"-",,"Back from a 2-day fishing trip"
"06.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes",,"Snakes discarded"
"06.02.18","e8ca6379","Trawler",,3,"NA","NA","NA",,,"No",,
"06.03.18","98b01671","Trawler","Malvan",2,"NA","NA",15.5,,,"Yes","6","white, squid+"
"06.04.18","98b01671","Trawler",,"NA","NA","NA","NA",,,,,"Bad report/less fish catch"
"06.04.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Just back from Devgad after police check"
"07.02.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
"07.02.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
"07.03.18","8ba4e0d2","Trawler","Tondavali",2,"NA","NA",8,,,"Yes","8","Lape,fish+"
"07.05.18","8ba4e0d2","Trawler","Vengurla",2,"NA","NA",20,,,"No",,"100kg shrimp in catch, some big eels"
"08.03.18","98b01671","Trawler","Devgad",2,"NA","NA",12,,,"No",,"Lep++"
"08.04.18","8ba4e0d2","Trawler","Vengurla",2,"NA","NA",40,,,"No",,"3 hauls per day, 3 hours. ++Nemipterus, 2-3 rays, 1 bamboo shark, some ponyfish"
"08.05.18","8ba4e0d2","Trawler",,0,"NA","NA","NA",,,,,"Selling previous day's catch in the morning auction"
"09.01.18","98b01671","Trawler",,3,"NA","NA","NA",,,"Yes","1","Back from a 3-day fishing trip. One HC caught on last day"
"09.02.18","e8ca6379","Trawler",,3,"NA","NA","NA",,,"No",,"Lape and squid caught"
"09.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,"No",,
"09.02.18","80b87b54","Trawler",,2,"NA","NA","NA",,,,,"Many lape"
"09.02.18","8ba4e0d2","Trawler",,5,"NA","NA","NA",,,"Yes",,"Squid caught"
"09.03.18","98b01671","Trawler","Malvan",3,"NA","NA",15.5,,,"No",,"Shrip,squid,lape+"
"09.03.18","e8ca6379","Trawler","Malvan",3,"NA","NA",14.5,,,,,
"09.03.18","8ba4e0d2","Trawler","Malvan",2,"NA","NA",20,,,"No",,"Shrimp,lape,finfish+"
"09.03.18","e8ca6379","Trawler","Devgad",2,"NA","NA",17.5,,,"No",,
"09.05.18","e8ca6379","Trawler","Malvan",2,"NA","NA",17.5,,,"No",,"3 hauls per day, 3 hours each"
"09.05.18","98b01671","Trawler","Devgad",2,"NA","NA",8.5,,,"No",,"7 hauls in total. No LVB"
"10.01.18","8ba4e0d2","Trawler","Ratnagiri","NA","NA","NA",25,,,"Yes","2",
"10.03.18","e8ca6379","Trawler","Devbag",1,"NA","NA",16.5,,,,,
"10.03.18","8ba4e0d2","Trawler","Devgad",2,"NA","NA",16.5,,,"No",,"No snakes, less catch in general"
"10.05.18","8ba4e0d2","Trawler","Aachara",2,"NA","NA",15,,,"Yes","2","2 snakes caught on day 2. One escaped, other was brought back alive but could not be collected. 2 nets broke while fishing?? ++ shrimp"
"10.05.18","e8ca6379","Trawler","Malvan",1,"NA","NA",10,,,"No",,"Only 2 hauls"
"11.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
"11.01.18","e8ca6379","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
"11.01.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,
"11.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,,,
"11.02.18","8ba4e0d2","Trawler",,1,"NA","NA",6,,,"Yes","25","Near shore"
"11.02.18","80b87b54","Trawler",,2,"NA","NA","NA",,,,,
"11.03.18","8ba4e0d2","Trawler","Malvan",2,"NA","NA",20,,,"No",,"lape++"
"11.03.18","e8ca6379","Trawler","Aachara",2,"NA","NA",15,,,"No",,"Lots of catch"
"11.03.18","98b01671","Trawler","Mithbav",2,"NA","NA",10.5,,,"No",,"Some nemipterus in the catch"
"12.02.18","8ba4e0d2","Trawler","Tondavali",1,"NA","NA","NA",,,"Yes",,"Near shore"
"12.03.18","8ba4e0d2","Trawler","Malvan",1,"NA","NA",12,,,"Yes","7","minor catch, mechanical problem"
"12.03.18","e8ca6379","Trawler","Malvan",2,"NA","NA","NA",,,,,
"12.03.18","98b01671","Trawler","Malvan",2,"NA","NA",15.5,,,"Yes",,
"12.05.18","8ba4e0d2","Trawler","Aachara",2,"NA","NA",13.5,,,"Yes","3","3 dead snakes caught, discarded. Came back early on day 2. 3 hauls in total, hauled at night as well"
"12.05.18","e8ca6379","Trawler","Malvan",2,"NA","NA",16,,,"No",,
"12.05.18","98b01671","Trawler",,0,"NA","NA","NA",,,,,"No fishing, were having ice cream in the morning"
"12.11.18","fb15c143","Trawler","Juva Pankhol",1,"NA","NA",11,,,"No",,
"14.01.18","98b01671","Trawler",,1,"NA","NA","NA",,,"-",,
"14.01.18","8ba4e0d2","Trawler","Panjim",3,"NA","NA","NA",,,"Yes","5",
"14.03.18","98b01671","Trawler","Devgad",2,"NA","NA",20,,,"No",,
"14.03.18","e8ca6379","Trawler","Malvan",2,"NA","NA",20,,,"No",,
"14.03.18","8ba4e0d2","Trawler","Malvan",2,"NA","NA",20,,,"Yes","3","2 day hauls, 2 night hauls, snakes discarded"
"14.04.18","98b01671","Trawler","Devgad",3,"NA","NA",20,,,"Yes","2","Snakes were alive, released"
"15.04.18","98b01671","Trawler",,0,"NA","NA","NA",,,,,
"16.01.18","98b01671","Trawler",,2,"NA","NA","NA",,,"No",,"Back from 2-day fishing trip, caught squid and ribbon fish also"
"16.03.18","8ba4e0d2","Trawler","Malvan",2,"NA","NA",11,,,"Yes","1","Chalu,white,small fish+"
"17.01.18","e8ca6379","Trawler",,2,"NA","NA","NA",,,"No",,
"17.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,,,
"17.02.18","80b87b54","Trawler",,2,"NA","NA","NA",,,,,
"17.02.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Boat painting"
"17.03.18","98b01671","Trawler","Malvan",3,"NA","NA",13.5,,,"Yes",,"squid,shrimp,lape,fish+"
"17.03.18","e8ca6379","Trawler","Devgad",3,"NA","NA",20,,,,,"Kattu++,lape+"
"17.04.18","bbf3a265","Trawler","Vengurla",3,"NA","NA",20,,,"No",,
"17.04.18","8ba4e0d2","Trawler","Aachara",3,"NA","NA",15.5,,,"Yes","4","snakes died, discarded"
"17.04.18","e8ca6379","Trawler","Aachara",2,"NA","NA",10,,,"No",,"3+2 hauls, 3 hours each. Lagocephalus inermis taken for SIA sample"
"18.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","1","Brought back 1 gravid female from the 17th"
"18.04.18","98b01671","Trawler","Malvan",2,"NA","NA",10,,,"No",,"2 M. gerrardi in catch. 4+3 hauls"
"19.01.18","e8ca6379","Trawler","Malvan",2,"NA","NA","NA",,,"No",,
"19.02.18","8ba4e0d2","Trawler",,2,"NA","NA","NA",,,"Yes",,"Caught white"
"19.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,,,"Caught lape"
"19.02.18","e8ca6379","Trawler",,"NA","NA","NA","NA",,,,,
"20.01.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,"Yes","2",
"20.03.18","98b01671","Trawler","Malvan",1,"NA","NA",12.5,,,,,"2 hauls, 2.5 hours each, less catch because of wind"
"20.04.18","e8ca6379","Trawler","Malvan",2,"NA","NA",22.5,,,"Yes","1","1 dead snake caught on day 1, discarded"
"21.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,"No",,
"21.04.18","98b01671","Trawler",,2,"NA","NA",17.5,,,"No",,"Fished at night"
"21.04.18","8ba4e0d2","Trawler","Malvan",1,"NA","NA",22,,,"No",,"Lep++"
"21.04.18","e8ca6379","Trawler",,0,"NA","NA","NA",,,,,"No fishing - Tandeil went back to village"
"22.02.18","8ba4e0d2","Trawler",,2,"NA","NA","NA",,,"Yes",,"Trip cut short due to engine trouble"
"22.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,,,"lape+"
"22.04.18","e8ca6379","Trawler","Malvan",1,"NA","NA","NA",,,"No",,"Cast one haul only, 30 minutes. Too much wind"
"22.04.18","98b01671","Trawler",,0,"NA","NA","NA",,,,,"No fishing - boat maintenance"
"22.04.18","8ba4e0d2","Trawler",,0,"NA","NA","NA",,,,,"No fishing - too much wind"
"23.01.18","e8ca6379","Trawler",,4,"NA","NA",35,,,,,
"23.01.18","8ba4e0d2","Trawler",,3,"NA","NA",40,,,,,
"23.03.18","98b01671","Trawler","Malvan",2,"NA","NA",19.5,,,,,"1 haul on day 1 (1.5 hours), 2 hauls day 2 (2.5 hours). Some nemipterus in the catch"
"24.01.18","98b01671","Trawler",,3,"NA","NA","NA",,,"No",,
"24.02.18","98b01671","Trawler",,2,"NA","NA","NA",,,"Yes","6","White, squid+"
"24.02.18","e8ca6379","Trawler",,8,"NA","NA","NA",,,,,"lape+"
"24.03.18","98b01671","Trawler",,1,"NA","NA",12,,,,,"2 hauls, 3 hours each"
"24.03.18","e8ca6379","Trawler","Devgad",3,"NA","NA",15.5,,,"No",,"1 haul on day 1 (2 hours), no fishing on day 2 because of wind, 2  hauls on day 3 (2.5 hours). Less catch, little lep"
"25.01.18","98b01671","Trawler",,1,"NA","NA","NA",,,"Yes","1",
"25.01.18","e8ca6379","Trawler",,2,"NA","NA","NA",,,"No",,
"25.02.18","8ba4e0d2","Trawler","Malvan",2,"NA","NA",21,,,"No",,"lape+"
"26.04.18","98b01671","Trawler","Devbag",2,"NA","NA",16.5,,,"No",,"3 hauls per day, 3 hours."
"26.04.18","e8ca6379","Trawler","Malvan",2,"NA","NA",16,,,"No",,"1 haul on day 1, 3 on day 2. 2 hours each"
"26.04.18","8ba4e0d2","Trawler",,2,"NA","NA","NA",,,"Yes","05-Jun","Snakes discarded"
"27.01.18","98b01671","Trawler",,2,"NA","NA","NA",,,"No",,
"27.01.18","e8ca6379","Trawler",,3,"NA","NA","NA",,,"No",,
"27.01.18","8ba4e0d2","Trawler",,2,"NA","NA","NA",,,"Yes","7",
"27.03.18","8ba4e0d2","Trawler","Vengurla",2,"NA","NA",25,,,"Yes","1","4 hauls on day 1, 2 on day 2. 1 snake caught on day 1, released. +++ rays in catch"
"27.03.18","98b01671","Trawler","Devbag",2,"NA","NA",15,,,,,
"27.04.18","8ba4e0d2","Trawler",,0,"NA","NA","NA",,,,,"No fishing  - boat maintenance"
"28.01.18","98b01671","Trawler",,1,"NA","NA","NA",,,"Yes","3",
"28.01.18","8ba4e0d2","Trawler",,1,"NA","NA","NA",,,"Yes","1",
"28.01.18","e8ca6379","Trawler",,"NA","NA","NA","NA",,,,,
"28.03.18","98b01671","Trawler","Malvan",1,"NA","NA",12.5,,,,,"Only 2 hauls of 3 hours each. Came back early because the tandeil had to return to his village for some emergency. Some pompfret in catch"
"28.04.18","e8ca6379","Trawler","Devgad",2,"NA","NA",32.5,,,"No",,"1 haul disco net, 3 hauls chalu per day, 4 hours each"
"28.04.18","98b01671","Trawler",,2,"NA","NA",12.5,,,"No",,"1 haul disco net, 2 hauls chalu per day. +++ Squid"
"28.04.18","8ba4e0d2","Trawler",,0,"NA","NA","NA",,,,,"No fishing  - boat maintenance"
"29.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,,,
"29.01.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Fisherman's meeting"
"29.03.18","e8ca6379","Trawler","Devgad",2,"NA","NA",20,,,"No",,"3 hauls on day 1, 2 on day 2. 4 hours each. "
"29.03.18","8ba4e0d2","Trawler","Vengurla",2,"NA","NA",20,,,"Yes","9","Disco Jal on day 1, chalu jal on day 2. Snakes caught in chalu. 2 hauls each, 2.5 hours. Lots of rays in the catch"
"29.04.18","8ba4e0d2","Trawler",,0,"NA","NA","NA",,,,,"No fishing  - boat maintenance"
"29.12.17","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes","3","2 measured"
"30.01.18","98b01671","Trawler",,"NA","NA","NA","NA",,,,,"Fisherman's meeting"
"30.01.18","8ba4e0d2","Trawler",,"NA","NA","NA","NA",,,,,"Fisherman's meeting"
"30.01.18","e8ca6379","Trawler",,"NA","NA","NA","NA",,,,,"Fisherman's meeting"
"30.03.18","98b01671","Trawler","Malvan",2,"NA","NA",21.5,,,,,"4 hauls per day, 3 hours each"
"30.03.18","e8ca6379","Trawler","Devbag",1,"NA","NA",12.5,,,"No",,"2 rays in catch"
"30.04.18","98b01671","Trawler","Malvan - North",2,"NA","NA",15.5,,,"No",,"4 hauls on day 1, 3 on day 2. No LVB - all discarded. ++ Shrimp"
"30.04.18","e8ca6379","Trawler","Malvan",2,"NA","NA",17,,,"No",,"Overall catch +++. 1 Megalaspis cordyla taken for prey sample"
"30.12.17","98b01671","Trawler",,"NA","NA","NA","NA",,,"Yes",,"Snakes discarded"
